player_id,display_name,mean_receiving_yards,mean_receiving_tds,mean_receptions,mean_rushing_yards,mean_rushing_tds,mean_fumbles,median_receiving_yards,median_receiving_tds,median_receptions,median_rushing_yards,median_rushing_tds,median_fumbles,p10_receiving_yards,p10_receiving_tds,p10_receptions,p10_rushing_yards,p10_rushing_tds,p10_fumbles,p90_receiving_yards,p90_receiving_tds,p90_receptions,p90_rushing_yards,p90_rushing_tds,p90_fumbles
00-0040735,Luther Burden III,299.6,1.7,24.8,71.5,0.2,1.8,252.0,1.4,22.3,43.3,0.1,1.6,109.4,0.2,11.1,9.6,0.0,0.5,570.2,3.8,42.6,182.4,0.6,3.4
00-0035527,Andy Isabella,299.3,1.7,24.7,71.1,0.2,1.7,254.0,1.4,21.8,42.0,0.1,1.5,110.3,0.2,11.1,9.4,0.0,0.5,565.3,3.8,43.3,182.0,0.6,3.4
00-0032208,Phillip Dorsett,298.7,1.7,24.7,70.7,0.2,1.8,255.3,1.4,22.0,42.9,0.1,1.6,110.4,0.2,11.0,9.4,0.0,0.5,566.2,3.8,43.0,179.5,0.6,3.4
00-0036936,Rondale Moore,297.4,1.7,24.8,71.9,0.2,1.8,249.0,1.4,22.3,43.4,0.1,1.5,112.0,0.2,11.1,9.7,0.0,0.5,562.1,3.8,43.2,183.3,0.6,3.4
00-0040129,Emeka Egbuka,297.2,1.7,24.6,72.1,0.2,1.7,250.4,1.4,22.0,43.9,0.1,1.5,111.9,0.2,11.1,9.7,0.0,0.5,567.1,3.8,42.9,182.2,0.6,3.3
00-0040727,Tre Harris,296.7,1.7,24.6,71.0,0.2,1.8,251.1,1.4,22.1,42.1,0.1,1.6,110.5,0.2,10.9,9.6,0.0,0.5,564.4,3.8,43.1,179.8,0.6,3.4
00-0036412,KJ Hamler,295.7,1.7,24.7,71.6,0.2,1.8,248.7,1.4,22.0,42.3,0.1,1.5,109.3,0.2,11.2,9.8,0.0,0.5,564.1,3.8,42.8,181.9,0.6,3.4
00-0040124,Tetairoa McMillan,295.3,1.7,24.6,72.6,0.2,1.8,250.6,1.4,22.0,43.3,0.1,1.6,110.7,0.2,11.0,9.7,0.0,0.5,557.5,3.7,43.1,187.0,0.6,3.4
00-0039890,Adonai Mitchell,292.0,0.1,21.4,2.3,0.0,2.2,246.5,0.0,19.1,0.9,0.0,2.0,108.3,0.0,9.6,0.0,0.0,0.7,553.7,0.6,37.3,7.0,0.0,4.0
00-0036626,Dyami Brown,288.8,0.8,27.8,11.0,0.0,1.1,244.4,0.6,24.7,6.2,0.0,0.9,107.1,0.0,12.5,0.7,0.0,0.2,546.8,2.2,48.7,29.2,0.0,2.4
00-0033307,Kendrick Bourne,284.6,0.8,26.2,2.3,0.0,0.2,239.3,0.5,23.3,0.9,0.0,0.0,106.0,0.0,11.8,0.0,0.0,0.0,542.1,2.1,45.7,6.8,0.0,0.7
00-0033536,Mike Williams,279.4,0.8,19.5,0.1,0.0,0.2,236.5,0.6,17.3,0.0,0.0,0.0,105.0,0.0,8.6,0.0,0.0,0.0,531.7,2.1,34.3,0.1,0.0,0.7
00-0035406,Lil'Jordan Humphrey,274.4,0.8,28.7,0.1,0.0,2.2,229.1,0.6,25.7,0.0,0.0,2.0,101.5,0.0,13.0,0.0,0.0,0.7,526.2,2.2,49.4,0.1,0.0,4.0
00-0036427,Tyler Johnson,272.8,0.9,24.0,0.1,0.0,0.2,228.5,0.6,21.4,0.0,0.0,0.0,102.7,0.0,10.7,0.0,0.0,0.0,522.6,2.2,41.7,0.1,0.0,0.7
00-0039751,Jordan Whittington,272.0,0.1,20.5,4.8,0.0,0.2,228.9,0.0,18.3,2.5,0.0,0.0,101.4,0.0,9.1,0.0,0.0,0.0,513.4,0.6,35.9,13.5,0.0,0.7
00-0034386,Justin Watson,268.6,1.7,20.6,0.1,0.0,0.2,226.3,1.4,18.5,0.0,0.0,0.0,101.0,0.2,9.1,0.0,0.0,0.0,510.4,3.7,35.7,0.1,0.0,0.7
00-0039067,Rashee Rice,268.5,1.7,22.2,0.3,0.0,0.2,226.2,1.4,20.0,0.0,0.0,0.0,100.0,0.2,9.9,0.0,0.0,0.0,511.8,3.7,38.8,1.3,0.0,0.7
00-0036415,Van Jefferson,258.2,1.7,22.4,0.1,0.0,0.2,216.8,1.4,20.0,0.0,0.0,0.0,95.2,0.2,10.0,0.0,0.0,0.0,491.4,3.7,38.9,0.1,0.0,0.7
00-0039868,Troy Franklin,246.0,1.7,26.2,3.1,0.0,0.2,208.3,1.4,23.4,1.4,0.0,0.0,91.7,0.2,11.9,0.0,0.0,0.0,471.6,3.7,45.3,9.1,0.0,0.7
00-0031236,Brandin Cooks,243.4,2.5,24.1,0.0,0.0,0.2,203.2,2.1,21.5,0.0,0.0,0.0,89.6,0.6,10.7,0.0,0.0,0.0,468.8,5.2,42.2,0.0,0.0,0.7
00-0037614,John Metchie III,238.2,0.8,22.4,0.1,0.0,1.1,198.9,0.6,20.1,0.0,0.0,1.0,88.0,0.0,10.0,0.0,0.0,0.2,456.0,2.2,38.9,0.1,0.0,2.3
00-0033282,Curtis Samuel,236.4,0.8,29.1,5.7,0.0,0.2,198.7,0.6,26.0,3.2,0.0,0.0,87.6,0.0,13.2,0.0,0.0,0.0,448.1,2.2,50.2,15.9,0.0,0.7
00-0033857,JuJu Smith-Schuster,217.0,1.7,16.7,0.1,0.0,0.2,181.9,1.4,14.8,0.0,0.0,0.0,79.6,0.2,7.4,0.0,0.0,0.0,416.1,3.7,29.3,0.1,0.0,0.7
00-0039880,Malik Washington,207.6,0.1,24.1,10.7,0.2,0.2,175.2,0.0,21.6,6.1,0.0,0.0,76.8,0.0,10.7,0.7,0.0,0.0,394.9,0.6,41.6,28.8,0.5,0.7
00-0037741,Jahan Dotson,202.9,0.1,17.8,5.2,0.0,0.2,171.0,0.0,15.9,2.7,0.0,0.0,75.1,0.0,7.8,0.0,0.0,0.0,390.2,0.6,31.0,14.5,0.0,0.7
00-0032464,Kalif Raymond,200.4,1.7,16.0,0.1,0.0,0.2,169.6,1.3,14.3,0.0,0.0,0.0,74.1,0.2,7.0,0.0,0.0,0.0,380.6,3.7,28.0,0.1,0.0,0.7
00-0034418,Cedrick Wilson Jr.,196.0,0.8,18.6,0.1,0.0,0.2,164.8,0.6,16.6,0.0,0.0,0.0,72.9,0.0,8.2,0.0,0.0,0.0,372.6,2.2,32.4,0.1,0.0,0.7
00-0030431,Robert Woods,189.2,0.1,18.8,0.1,0.0,3.2,157.3,0.0,16.8,0.0,0.0,2.9,70.5,0.0,8.2,0.0,0.0,1.3,364.4,0.6,32.5,0.1,0.0,5.7
00-0033943,Josh Reynolds,184.1,0.8,12.0,0.1,0.0,0.2,155.5,0.6,10.7,0.0,0.0,0.0,67.6,0.0,5.1,0.0,0.0,0.0,352.4,2.2,21.2,0.1,0.0,0.7
00-0036630,Tylan Wallace,183.1,0.8,10.3,0.1,0.0,0.2,153.9,0.6,9.1,0.0,0.0,0.0,67.4,0.0,4.3,0.0,0.0,0.0,348.1,2.2,18.5,0.1,0.0,0.7
00-0038640,Jalen Brooks,166.1,0.8,11.1,0.1,0.0,0.2,139.8,0.6,9.9,0.0,0.0,0.0,61.1,0.0,4.7,0.0,0.0,0.0,315.8,2.2,19.8,0.2,0.0,0.7
00-0039052,Trey Palmer,160.8,0.8,11.1,0.1,0.0,0.2,136.8,0.6,9.9,0.0,0.0,0.0,59.1,0.0,4.7,0.0,0.0,0.0,304.9,2.2,19.8,0.2,0.0,0.7
00-0039355,Luke McCaffrey,158.1,0.1,16.8,0.1,0.0,0.2,133.7,0.0,15.0,0.0,0.0,0.0,58.4,0.0,7.3,0.0,0.0,0.0,303.3,0.6,29.1,0.1,0.0,0.7
00-0039062,Jonathan Mingo,155.4,0.1,15.8,1.9,0.0,1.1,131.0,0.0,14.0,0.7,0.0,1.0,58.2,0.0,6.9,0.0,0.0,0.1,293.9,0.6,27.8,5.9,0.0,2.4
00-0032398,Chris Moore,152.7,0.9,13.5,39.2,0.0,0.6,128.2,0.6,12.0,23.2,0.0,0.5,55.5,0.0,5.9,4.9,0.0,0.0,292.8,2.2,24.1,100.0,0.2,1.6
00-0037828,Danny Gray,152.0,0.9,13.6,38.3,0.0,0.6,128.0,0.6,12.2,22.2,0.0,0.5,55.8,0.0,5.9,4.7,0.0,0.0,289.7,2.3,24.1,99.8,0.2,1.6
00-0036627,Dez Fitzpatrick,151.8,0.9,13.6,38.6,0.0,0.6,127.2,0.6,12.2,22.6,0.0,0.5,56.0,0.0,5.8,4.8,0.0,0.0,289.8,2.2,23.9,98.5,0.2,1.6
00-0038590,Justin Shorter,151.7,0.9,13.6,39.0,0.0,0.7,127.7,0.6,12.0,23.4,0.0,0.5,55.1,0.0,5.8,4.7,0.0,0.0,286.2,2.2,24.2,100.5,0.2,1.6
00-0040581,Dont'e Thornton Jr.,151.7,0.8,13.5,39.2,0.0,0.6,127.7,0.6,12.2,23.6,0.0,0.5,56.8,0.0,5.7,4.9,0.0,0.0,286.2,2.2,23.7,100.9,0.2,1.6
00-0040172,Jordan Watkins,151.3,0.9,13.5,39.0,0.0,0.6,126.3,0.6,12.1,22.9,0.0,0.5,55.8,0.0,5.9,4.8,0.0,0.0,292.7,2.2,23.5,100.6,0.2,1.6
00-0036918,Jacob Harris,151.2,0.8,13.6,38.8,0.0,0.6,127.6,0.6,12.0,23.1,0.0,0.5,55.5,0.0,5.9,4.8,0.0,0.0,290.1,2.2,23.9,98.8,0.2,1.6
00-0039739,Roman Wilson,151.2,0.9,13.6,39.3,0.0,0.6,127.0,0.6,12.1,23.7,0.0,0.5,56.0,0.0,6.0,4.8,0.0,0.0,284.1,2.3,23.9,99.6,0.2,1.6
00-0040646,Jalen Royals,151.1,0.9,13.5,38.7,0.0,0.6,127.2,0.6,12.0,23.0,0.0,0.5,55.6,0.0,5.8,4.8,0.0,0.0,289.2,2.2,24.0,98.5,0.2,1.6
00-0040705,Chimere Dike,151.0,0.8,13.5,38.2,0.0,0.6,126.9,0.6,12.1,22.9,0.0,0.5,55.6,0.0,5.9,4.6,0.0,0.0,288.3,2.2,23.8,97.3,0.2,1.6
00-0040134,Pat Bryant,150.9,0.8,13.5,38.6,0.0,0.6,126.7,0.6,12.0,22.9,0.0,0.5,55.2,0.0,5.9,4.8,0.0,0.0,289.0,2.2,23.4,98.8,0.2,1.6
00-0040154,Tai Felton,150.8,0.9,13.6,38.3,0.0,0.6,126.1,0.6,12.1,22.7,0.0,0.5,55.0,0.0,5.8,4.8,0.0,0.0,289.6,2.2,24.0,98.9,0.2,1.6
00-0034983,Hunter Renfrow,150.7,0.8,13.6,39.0,0.0,0.6,126.7,0.6,12.1,23.6,0.0,0.5,55.3,0.0,5.8,4.9,0.0,0.0,290.5,2.2,23.9,98.5,0.2,1.6
00-0040184,KeAndre Lambert-Smith,150.7,0.8,13.6,39.5,0.0,0.6,127.2,0.6,12.1,23.4,0.0,0.5,55.5,0.0,5.9,4.8,0.0,0.0,285.7,2.2,23.9,103.0,0.2,1.6
00-0040170,Elic Ayomanor,150.6,0.8,13.6,39.5,0.0,0.6,126.0,0.6,12.2,23.9,0.0,0.5,55.0,0.0,5.9,5.0,0.0,0.0,289.2,2.2,23.8,99.5,0.2,1.6
00-0040582,Arian Smith,150.5,0.9,13.5,39.1,0.0,0.6,127.1,0.6,12.0,23.4,0.0,0.5,56.0,0.0,5.9,4.9,0.0,0.0,287.3,2.2,23.6,98.7,0.2,1.5
00-0036950,Avery Williams,150.5,0.8,13.5,39.3,0.0,0.6,127.1,0.6,11.9,23.2,0.0,0.5,55.6,0.0,5.9,5.0,0.0,0.0,287.1,2.2,23.7,99.4,0.2,1.6
00-0035703,Miles Boykin,150.4,0.8,13.5,39.4,0.0,0.6,127.0,0.6,12.1,24.0,0.0,0.5,55.1,0.0,5.8,4.9,0.0,0.0,286.0,2.2,23.7,100.9,0.2,1.6
00-0040648,Tory Horton,150.4,0.9,13.5,39.1,0.0,0.6,126.7,0.6,12.0,23.5,0.0,0.5,56.1,0.0,5.7,4.8,0.0,0.0,284.2,2.2,24.0,100.2,0.2,1.5
00-0037272,Montrell Washington,150.4,0.8,13.5,39.0,0.0,0.7,126.9,0.6,12.1,23.2,0.0,0.5,55.5,0.0,5.8,5.0,0.0,0.0,286.2,2.2,23.9,99.8,0.2,1.6
00-0033572,Jamal Agnew,150.2,0.8,13.5,39.9,0.0,0.6,126.2,0.6,11.9,23.9,0.0,0.5,55.6,0.0,5.8,4.8,0.0,0.0,287.9,2.2,23.9,101.7,0.2,1.6
00-0037273,Kyle Philips,150.1,0.9,13.4,39.1,0.0,0.6,125.9,0.6,11.9,23.2,0.0,0.5,55.5,0.0,5.9,4.9,0.0,0.0,285.6,2.2,23.7,100.1,0.2,1.6
00-0040009,Savion Williams,150.1,0.9,13.6,39.1,0.0,0.6,127.1,0.6,12.0,23.1,0.0,0.5,55.4,0.0,5.8,4.8,0.0,0.0,285.6,2.2,24.1,99.6,0.2,1.6
00-0040138,Jaylin Noel,150.0,0.9,13.4,38.6,0.0,0.6,127.5,0.6,11.8,22.7,0.0,0.5,55.6,0.0,5.8,4.8,0.0,0.0,285.1,2.2,23.6,99.0,0.2,1.6
00-0040164,Jaylin Lane,150.0,0.9,13.5,38.1,0.0,0.6,126.5,0.6,11.9,22.8,0.0,0.5,55.3,0.0,5.8,4.8,0.0,0.0,284.6,2.2,24.0,95.6,0.2,1.6
00-0034764,Michael Gallup,149.8,0.9,13.5,38.7,0.0,0.6,126.8,0.6,12.0,23.0,0.0,0.5,54.0,0.0,5.8,4.8,0.0,0.0,285.4,2.2,23.8,99.0,0.2,1.5
00-0040131,Kyle Williams,149.6,0.8,13.5,39.6,0.0,0.6,125.2,0.6,12.1,23.7,0.0,0.5,55.6,0.0,5.8,4.9,0.0,0.0,284.5,2.2,23.7,101.7,0.2,1.6
00-0040669,Isaac TeSlaa,149.3,0.8,13.5,38.2,0.0,0.6,125.9,0.6,12.0,22.7,0.0,0.5,55.7,0.0,5.8,4.8,0.0,0.0,284.6,2.1,23.9,98.1,0.2,1.5
00-0037231,Kevin Austin Jr.,139.9,0.1,10.2,3.4,0.0,1.1,117.3,0.0,9.0,1.6,0.0,1.0,50.7,0.0,4.3,0.0,0.0,0.1,266.0,0.6,18.3,9.8,0.0,2.4
00-0034854,KhaDarel Hodge,123.5,0.8,6.5,0.1,0.0,0.2,104.5,0.6,5.7,0.0,0.0,0.0,45.4,0.0,2.5,0.0,0.0,0.0,239.3,2.2,11.9,0.1,0.0,0.7
00-0038824,Ryan Miller,119.1,1.7,11.1,0.1,0.0,0.2,99.6,1.4,9.8,0.0,0.0,0.0,44.5,0.2,4.7,0.0,0.0,0.0,228.4,3.8,20.0,0.1,0.0,0.7
00-0038821,Rakim Jarrett,115.8,0.1,8.3,0.1,0.0,0.2,97.7,0.0,7.3,0.0,0.0,0.0,42.5,0.0,3.4,0.0,0.0,0.0,220.2,0.6,14.9,0.1,0.0,0.7
00-0034860,Dante Pettis,112.4,0.8,11.1,0.1,0.0,0.2,93.5,0.6,9.9,0.0,0.0,0.0,40.7,0.0,4.7,0.0,0.0,0.0,218.5,2.1,19.7,0.1,0.0,0.7
00-0039386,Bub Means,111.5,0.8,8.3,0.1,0.0,0.2,94.3,0.6,7.4,0.0,0.0,0.0,41.3,0.0,3.4,0.0,0.0,0.0,212.6,2.2,14.9,0.1,0.0,0.7
00-0038618,Xavier Hutchinson,108.9,0.1,11.1,0.1,0.0,0.2,91.2,0.0,9.8,0.0,0.0,0.0,40.2,0.0,4.7,0.0,0.0,0.0,207.2,0.6,19.7,0.1,0.0,0.7
00-0038573,Derius Davis,104.4,1.7,12.1,16.9,0.0,0.2,87.7,1.4,10.7,9.7,0.0,0.0,38.7,0.2,5.2,1.6,0.0,0.0,199.7,3.8,21.6,44.8,0.0,0.7
00-0038752,Jake Bobo,100.4,0.8,12.0,0.1,0.0,0.2,83.5,0.6,10.6,0.0,0.0,0.0,36.5,0.0,5.1,0.0,0.0,0.0,192.9,2.1,21.4,0.1,0.0,0.7
00-0039810,Jermaine Burton,99.6,0.1,3.7,0.1,0.0,0.2,84.2,0.0,3.2,0.0,0.0,0.0,36.9,0.0,1.2,0.0,0.0,0.0,188.8,0.6,7.0,0.1,0.0,0.7
00-0036646,Simi Fehoko,99.5,0.1,5.5,0.1,0.0,0.2,82.5,0.0,4.8,0.0,0.0,0.0,36.4,0.0,2.0,0.0,0.0,0.0,194.1,0.6,10.3,0.1,0.0,0.7
00-0039410,Ryan Flournoy,95.6,0.1,9.3,0.1,0.0,1.1,80.9,0.0,8.2,0.0,0.0,1.0,35.5,0.0,3.9,0.0,0.0,0.2,181.8,0.6,16.7,0.1,0.0,2.4
00-0036387,Jalen Reagor,93.6,0.1,6.5,0.0,0.0,1.1,78.9,0.0,5.7,0.0,0.0,1.0,34.3,0.0,2.5,0.0,0.0,0.2,178.2,0.6,11.8,0.0,0.0,2.4
00-0039623,Mason Tipton,92.1,0.1,13.1,0.1,0.0,0.2,77.2,0.0,11.6,0.0,0.0,0.0,33.7,0.0,5.5,0.0,0.0,0.0,177.4,0.6,22.8,0.1,0.0,0.7
00-0038465,Malik Heath,90.4,1.7,9.2,0.1,0.0,0.2,76.2,1.4,8.1,0.0,0.0,0.0,33.0,0.2,3.8,0.0,0.0,0.0,173.7,3.7,16.5,0.1,0.0,0.7
00-0039650,Bryce Oliver,88.6,0.1,5.5,0.1,0.0,0.2,74.5,0.0,4.8,0.0,0.0,0.0,32.5,0.0,2.1,0.0,0.0,0.0,169.7,0.6,10.2,0.1,0.0,0.7
00-0037091,Bo Melton,84.7,0.1,7.4,23.7,0.0,0.2,71.0,0.0,6.5,14.1,0.0,0.0,30.5,0.0,2.9,2.6,0.0,0.0,163.7,0.6,13.4,61.5,0.0,0.7
00-0035662,Marquise Brown,84.7,0.1,8.3,0.1,0.0,0.2,71.8,0.0,7.4,0.0,0.0,0.0,30.7,0.0,3.3,0.0,0.0,0.0,162.3,0.6,15.1,0.1,0.0,0.7
00-0035140,Mecole Hardman,83.6,0.1,11.1,26.7,0.2,0.2,70.7,0.0,9.9,15.7,0.0,0.0,31.0,0.0,4.7,3.1,0.0,0.0,159.2,0.6,19.9,69.0,0.5,0.7
00-0039907,Ja'Lynn Polk,82.2,1.7,11.2,0.1,0.0,0.2,69.1,1.4,9.9,0.0,0.0,0.0,29.8,0.2,4.7,0.0,0.0,0.0,158.3,3.8,19.8,0.1,0.0,0.7
00-0033891,Zay Jones,78.5,0.1,7.4,0.1,0.0,0.2,65.2,0.0,6.5,0.0,0.0,0.0,28.9,0.0,2.9,0.0,0.0,0.0,150.8,0.6,13.3,0.1,0.0,0.7
00-0034487,Trent Sherfield,77.7,0.8,7.5,0.1,0.0,0.2,65.0,0.6,6.5,0.0,0.0,0.0,28.3,0.0,3.0,0.0,0.0,0.0,149.8,2.2,13.5,0.1,0.0,0.7
00-0039365,Jacob Cowing,74.6,0.1,3.7,2.6,0.0,0.2,62.7,0.0,3.2,1.2,0.0,0.0,27.1,0.0,1.2,0.0,0.0,0.0,142.7,0.6,7.1,8.0,0.0,0.7
00-0036331,Devin Duvernay,74.2,0.1,10.1,1.0,0.0,0.2,62.3,0.0,9.0,0.1,0.0,0.0,27.2,0.0,4.2,0.0,0.0,0.0,142.1,0.6,18.1,3.5,0.0,0.7
00-0040558,Isaiah Neyor,68.6,0.4,6.1,15.5,0.0,0.4,57.9,0.1,5.4,8.9,0.0,0.3,24.7,0.0,2.4,1.5,0.0,0.0,131.5,1.3,11.1,41.1,0.0,1.1
00-0040075,LaJohntay Wester,68.5,0.4,6.2,15.9,0.0,0.4,57.0,0.1,5.4,9.3,0.0,0.3,24.7,0.0,2.4,1.5,0.0,0.0,132.6,1.3,11.3,41.5,0.0,1.2
00-0040220,Tommy Mellott,68.5,0.4,6.1,15.8,0.0,0.4,57.8,0.1,5.4,9.2,0.0,0.3,24.7,0.0,2.3,1.5,0.0,0.0,130.8,1.2,11.4,40.9,0.0,1.1
00-0040247,Junior Bergen,68.5,0.4,6.2,15.5,0.0,0.4,57.5,0.1,5.5,9.0,0.0,0.2,24.7,0.0,2.4,1.4,0.0,0.0,131.5,1.2,11.3,40.8,0.0,1.1
00-0037355,Braylon Sanders,68.4,0.4,6.2,15.8,0.0,0.4,57.1,0.1,5.5,9.1,0.0,0.3,24.9,0.0,2.4,1.4,0.0,0.0,131.4,1.3,11.2,41.1,0.0,1.1
00-0036233,Donovan Peoples-Jones,68.4,0.4,6.2,15.9,0.0,0.4,58.5,0.1,5.4,9.5,0.0,0.3,24.7,0.0,2.4,1.4,0.0,0.0,129.5,1.3,11.2,41.2,0.0,1.1
00-0038839,Mitchell Tinsley,68.4,0.4,6.1,15.8,0.0,0.4,58.0,0.1,5.4,9.4,0.0,0.3,24.6,0.0,2.4,1.4,0.0,0.0,129.5,1.2,11.2,41.2,0.0,1.2
00-0035480,Malik Taylor,68.4,0.4,6.1,15.5,0.0,0.4,57.6,0.1,5.4,9.1,0.0,0.3,24.9,0.0,2.3,1.5,0.0,0.0,130.3,1.3,11.2,40.4,0.0,1.1
00-0040653,Ricky White III,68.4,0.4,6.2,15.6,0.0,0.4,57.5,0.1,5.4,9.1,0.0,0.3,24.9,0.0,2.4,1.4,0.0,0.0,131.3,1.3,11.3,40.5,0.0,1.1
00-0039259,Dayton Wade,68.4,0.4,6.2,15.7,0.0,0.4,57.2,0.1,5.4,9.1,0.0,0.3,24.5,0.0,2.4,1.4,0.0,0.0,132.2,1.3,11.3,41.1,0.0,1.2
00-0037460,Johnny Johnson III,68.4,0.4,6.2,15.5,0.0,0.4,57.6,0.1,5.5,8.9,0.0,0.3,24.5,0.0,2.4,1.4,0.0,0.0,131.2,1.3,11.3,40.6,0.0,1.1
00-0039626,Cole Burgess,68.3,0.4,6.2,15.8,0.0,0.4,57.5,0.1,5.5,9.1,0.0,0.3,25.1,0.0,2.4,1.4,0.0,0.0,130.3,1.2,11.2,41.8,0.0,1.1
00-0037380,Kaden Davis,68.3,0.4,6.1,15.6,0.0,0.4,58.0,0.1,5.4,9.0,0.0,0.3,24.8,0.0,2.4,1.4,0.0,0.0,131.5,1.2,11.2,40.9,0.0,1.1
00-0035645,Gunner Olszewski,68.3,0.4,6.2,15.9,0.0,0.4,57.5,0.1,5.5,9.1,0.0,0.3,24.4,0.0,2.4,1.4,0.0,0.0,130.0,1.2,11.3,42.8,0.0,1.1
00-0039552,Joshua Cephus,68.3,0.4,6.2,15.8,0.0,0.4,57.4,0.1,5.4,9.0,0.0,0.3,24.7,0.0,2.4,1.5,0.0,0.0,132.1,1.3,11.3,41.6,0.0,1.2
00-0040590,Konata Mumpfield,68.3,0.4,6.2,15.7,0.0,0.4,57.0,0.1,5.4,8.9,0.0,0.2,24.6,0.0,2.4,1.4,0.0,0.0,131.7,1.3,11.2,41.0,0.0,1.1
00-0034411,Russell Gage,68.3,0.4,6.2,15.7,0.0,0.4,57.5,0.1,5.5,9.3,0.0,0.3,24.5,0.0,2.3,1.4,0.0,0.0,131.0,1.3,11.4,40.7,0.0,1.2
